City,State,Population,ViolentCrime
Pocono Township,PA,10951,11
Point Township,PA,3749,11
Portage,PA,2573,2
Portersville,PA,236,0
Portland,PA,518,0
Port Vue,PA,3787,5
Pottstown,PA,22509,170
Pottsville,PA,14070,37
Pringle,PA,976,1
Prospect,PA,1161,0
"Pulaski Township, Lawrence County",PA,3370,9
Punxsutawney,PA,5883,6
Pymatuning Township,PA,3238,6
Quakertown,PA,8950,21
Quarryville,PA,2657,9
Raccoon Township,PA,3049,2
Radnor Township,PA,31527,29
Rankin,PA,2118,22
Reading,PA,88107,743
Reading Township,PA,5794,5
Redstone Township,PA,5516,2
Reserve Township,PA,3330,2
Rice Township,PA,3533,1
"Richland Township, Bucks County",PA,13135,6
"Richland Township, Cambria County",PA,12581,16
Ridgway,PA,3987,1
Ridley Park,PA,7007,13
Ridley Township,PA,30994,51
Ringtown,PA,806,0
Riverside,PA,1933,0
Roaring Brook Township,PA,1966,0
Roaring Spring,PA,2574,1
Robeson Township,PA,7326,6
"Robinson Township, Allegheny County",PA,13586,26
"Robinson Township, Washington County",PA,1930,2
Rochester,PA,3613,69
Rochester Township,PA,2780,10
Rockledge,PA,2552,6
Roseto,PA,1564,2
Ross Township,PA,31140,39
Royalton,PA,1068,0
Royersford,PA,4787,20
Rural Valley,PA,870,0
Rush Township,PA,3384,4
Ryan Township,PA,2528,0
"Sadsbury Township, Chester County",PA,3762,0
"Salem Township, Luzerne County",PA,4252,5
Salisbury Township,PA,13672,8
Saltsburg,PA,861,0
Sandy Lake,PA,651,1
Sandy Township,PA,10633,22
Sankertown,PA,662,0
Sayre,PA,6583,9
"Schuylkill Township, Chester County",PA,8542,4
Scottdale,PA,4312,27
"Scott Township, Allegheny County",PA,17015,10
Scranton,PA,75732,166
Selinsgrove,PA,5560,79
Seward,PA,486,0
Sewickley,PA,4363,3
Sewickley Heights,PA,819,0
Shade Township,PA,2715,0
Shaler Township,PA,28781,12
Shamokin,PA,7303,4
Sharon Hill,PA,5696,61
Sharpsburg,PA,3438,15
Sharpsville,PA,4330,18
Shenandoah,PA,4976,17
Shillington,PA,5257,2
Shinglehouse,PA,1130,1
Shippensburg6,PA,5496,4
Shippingport,PA,214,2
Shohola Township,PA,2413,1
Silver Lake Township,PA,1689,3
Silver Spring Township6,PA,14743,3
Sinking Spring,PA,4005,0
Slatington,PA,4272,4
Slippery Rock,PA,3676,7
Smethport,PA,1631,3
Smithton Borough,PA,391,0
Solebury Township,PA,8701,3
Somerset,PA,6154,7
Souderton,PA,6647,18
South Abington Township,PA,9162,10
South Buffalo Township,PA,2635,1
South Centre Township,PA,4216,2
South Coatesville,PA,1409,1
South Connellsville Borough,PA,1952,3
"Southern Regional, Lancaster County",PA,3812,5
"Southern Regional, York County",PA,10658,5
South Fayette Township,PA,15079,5
South Greensburg,PA,2087,3
South Heidelberg Township,PA,7354,6
South Lebanon Township,PA,9614,7
South Londonderry Township,PA,7213,2
South Park Township,PA,13528,8
South Pymatuning Township,PA,2651,1
South Strabane Township,PA,9564,22
Southwestern Regional,PA,17544,12
Southwest Greensburg,PA,2117,7
"Southwest Regional, Fayette County",PA,1619,10
"Southwest Regional, Washington County",PA,9093,0
South Whitehall Township,PA,19578,13
South Williamsport,PA,6399,6
Spring City,PA,3335,6
Springettsbury Township,PA,26716,30
"Springfield Township, Delaware County",PA,24267,10
"Springfield Township, Montgomery County",PA,19500,13
Spring Garden Township,PA,12944,28
"Spring Township, Berks County",PA,27450,19
"Spring Township, Centre County",PA,7664,0
State College,PA,56612,41
St. Clair Boro,PA,2952,2
Steelton,PA,5951,26
St. Marys City,PA,12874,10
Stoneboro,PA,1031,1
Stowe Township,PA,6347,13
Strasburg,PA,2847,1
Stroud Area Regional,PA,34404,72
Sugarcreek,PA,5219,4
"Sugarloaf Township, Luzerne County",PA,4240,1
Summerhill Township,PA,2421,1
Summit Hill,PA,3002,2
Summit Township,PA,2252,0
Susquehanna,PA,1602,2
Susquehanna Regional,PA,8049,8
"Susquehanna Township, Dauphin County",PA,24443,46
Swatara Township,PA,23857,63
Swissvale,PA,8962,90
Swoyersville,PA,5050,7
Sykesville,PA,1142,0
Tamaqua,PA,6972,12
Tarentum,PA,4518,11
Tatamy,PA,1142,0
Taylor,PA,6252,15
Telford,PA,4880,14
Terre Hill6,PA,1334,0
Throop,PA,4100,16
Tiadaghton Valley Regional,PA,6693,10
Tidioute,PA,675,0
"Tinicum Township, Bucks County",PA,3982,1
"Tinicum Township, Delaware County",PA,4096,17
Titusville,PA,5470,7
Towamencin Township,PA,18117,14
Towanda,PA,2900,17
Tower City,PA,1328,1
Trafford,PA,3193,6
Trainer,PA,1846,21
Tredyffrin Township,PA,29492,16
Troy,PA,1312,1
Tulpehocken Township,PA,3275,0
"Tunkhannock Township, Wyoming County",PA,6297,2
Turtle Creek,PA,5331,10
Tyrone,PA,5444,21
Union City,PA,3274,1
Uniontown,PA,10190,47
"Union Township, Lawerence County",PA,5088,7
Upland,PA,3246,37
Upper Burrell Township,PA,2302,0
Upper Chichester Township,PA,16929,38
Upper Darby Township,PA,82771,450
Upper Dublin Township,PA,26262,14
Upper Gwynedd Township,PA,15848,11
Upper Leacock Township,PA,8836,2
Upper Macungine Township,PA,21972,10
Upper Makefield Township,PA,8273,3
Upper Merion Township,PA,28585,21
Upper Moreland Township,PA,24149,19
Upper Nazareth Township,PA,6388,8
Upper Perkiomen,PA,6831,15
Upper Pottsgrove Township,PA,5387,11
"Upper Providence Township, Delaware County",PA,10310,2
"Upper Providence Township, Montgomery County",PA,21699,9
Upper Saucon Township,PA,15606,4
Upper Southampton Township,PA,15199,8
Upper St. Clair Township,PA,19319,5
Upper Uwchlan Township,PA,11494,1
Upper Yoder Township,PA,5340,5
Uwchlan Township,PA,18401,14
Valley Township,PA,7300,3
Vandergrift,PA,5120,17
Vandling,PA,747,1
Vernon Township,PA,5544,4
Vintondale,PA,402,0
Walker Township,PA,1040,1
Walnutport,PA,2064,0
Wampum,PA,700,0
Warminster Township,PA,32802,21
Warren,PA,9477,46
Warrington Township,PA,23565,18
"Warwick Township, Bucks County",PA,14625,19
"Washington, Washington County",PA,13905,67
"Washington Township, Fayette County",PA,3838,4
"Washington Township, Franklin County6",PA,14261,3
"Washington Township, Northampton County",PA,5155,0
"Washington Township, Westmoreland County",PA,7354,10
Watsontown,PA,2368,1
Waynesboro6,PA,10650,24
"Wayne Township, Lawrence County",PA,2571,0
Wellsboro,PA,3300,6
Wesleyville,PA,3296,3
West Brandywine Township,PA,7446,7
West Brownsville,PA,992,0
West Caln Township,PA,9081,13
West Carroll Township,PA,1272,0
West Chester,PA,18988,71
West Cocalico Township,PA,7315,4
West Conshohocken,PA,1333,2
West Cornwall Township,PA,1974,1
West Deer Township,PA,11880,2
West Earl Township,PA,7981,6
Western Berks Regional,PA,4561,1
West Fallowfield Township,PA,2584,0
West Goshen Township,PA,22970,13
West Grove Borough,PA,2867,3
West Hempfield Township,PA,16337,12
West Hills Regional,PA,10649,5
West Homestead,PA,1940,12
West Kittanning,PA,1159,0
West Lampeter Township,PA,15465,4
West Lebanon Township,PA,792,2
West Leechburg,PA,1273,0
West Mahanoy Township,PA,2837,0
West Manchester Township,PA,18831,29
West Manheim Township,PA,7990,10
West Mead Township,PA,5164,1
West Mifflin,PA,20276,57
West Newton,PA,2591,7
West Norriton Township,PA,15781,43
West Nottingham Township,PA,2722,1
West Pikeland Township,PA,4072,2
West Pittston,PA,4840,5
West Pottsgrove Township,PA,3890,17
West Reading,PA,4201,29
West Sadsbury Township,PA,2472,2
West Salem Township,PA,3503,22
Westtown-East Goshen Regional,PA,32201,24
West View,PA,6755,6
West Vincent Township,PA,4856,1
West Whiteland Township,PA,18452,8
West York,PA,4578,23
Whitaker Borough,PA,1271,0
Whitehall,PA,13936,11
Whitehall Township,PA,27215,30
Whitemarsh Township,PA,17495,12
White Oak,PA,7857,7
Whitpain Township,PA,19152,17
Wiconisco Township,PA,1201,1
Wilkes-Barre,PA,41166,208
Wilkes-Barre Township,PA,2959,21
Wilkins Township,PA,6359,6
Williamsburg,PA,1244,0
Williamsport,PA,29536,110
Willistown Township,PA,10600,5
Wilson,PA,7844,37
Wind Gap,PA,2724,3
Womelsdorf,PA,2818,2
Woodward Township,PA,2403,1
Wrightsville,PA,2293,2
Wright Township,PA,5676,1
Wyoming,PA,3055,3
Wyomissing,PA,10479,10
Yardley,PA,2455,5
Yeadon,PA,11509,78
York,PA,43841,348
York Area Regional,PA,60995,136
Youngsville,PA,1686,15
Zelienople,PA,3771,4
Zerbe Township,PA,1858,0
Barrington,RI,16286,3
Bristol,RI,22160,11
Burrillville,RI,16141,20
Central Falls,RI,19404,131
Charlestown,RI,7770,8
Coventry,RI,34971,31
Cranston,RI,80718,151
Cumberland,RI,34028,36
East Greenwich,RI,13104,6
East Providence,RI,47200,60
Foster,RI,4660,3
Glocester,RI,9858,3
Hopkinton,RI,8112,5
Jamestown,RI,5442,1
Johnston,RI,29068,26
Lincoln,RI,21334,22
Little Compton,RI,3474,0
Middletown,RI,16037,14
Narragansett,RI,15668,11
Newport,RI,23874,111
New Shoreham,RI,1040,3
North Kingstown,RI,26156,25
North Providence,RI,32234,47
North Smithfield,RI,12138,14
Pawtucket,RI,71305,279
Portsmouth,RI,17300,9
Providence,RI,178887,1115
Richmond,RI,7598,5
Scituate,RI,10443,3
Smithfield,RI,21490,16
South Kingstown,RI,30309,21
Tiverton,RI,15792,21
Warren,RI,10557,12
Warwick,RI,81789,93
Westerly,RI,22629,24
West Greenwich,RI,6085,7
West Warwick,RI,28817,54
Woonsocket,RI,41057,241
Abbeville,SC,5163,40
Aiken,SC,29965,96
Allendale,SC,3272,49
Anderson,SC,26812,278
Andrews,SC,2823,26
Aynor,SC,613,1
Bamberg,SC,3556,23
Barnwell,SC,4657,45
Batesburg-Leesville,SC,5408,50
Beaufort,SC,12918,153
Belton,SC,4222,33
Bennettsville,SC,8809,115
Bishopville,SC,3336,58
Blacksburg,SC,1866,10
Blackville,SC,2344,16
Bluffton,SC,13047,49
Burnettown,SC,2734,10
Camden,SC,6923,97
Central,SC,5153,7
Chapin,SC,1506,9
Charleston,SC,127206,231
Cheraw,SC,5767,51
Chesnee,SC,886,10
Chester,SC,5489,69
Chesterfield,SC,1446,7
Clemson,SC,14136,21
Clinton,SC,8479,53
Clover,SC,5342,148
Columbia,SC,132240,952
Conway,SC,19121,113
Cottageville,SC,746,0
Coward,SC,752,0
Cowpens,SC,2209,5
Darlington,SC,6200,48
Denmark,SC,3475,24
Dillon,SC,6627,107
Due West,SC,1237,0
Duncan,SC,3253,4
Easley,SC,20115,75
Edgefield,SC,4670,11
Edisto Beach,SC,411,0
Ehrhardt,SC,538,5
Elgin,SC,1350,15
Estill,SC,1996,31
Florence,SC,37611,293
Folly Beach,SC,2702,16
Forest Acres,SC,10516,72
Fort Lawn,SC,871,3
Fort Mill,SC,11530,23
Fountain Inn,SC,7975,41
Gaffney,SC,12675,66
Gaston,SC,1662,5
Georgetown,SC,9072,111
Goose Creek,SC,39425,85
Great Falls,SC,1936,10
Greenville,SC,61185,455
Greenwood,SC,23334,300
Greer,SC,26955,125
Hampton,SC,2740,10
Hanahan,SC,19538,32
Hardeeville,SC,4064,36
Harleyville,SC,696,8
Hartsville,SC,7877,87
Hemingway,SC,442,5
Holly Hill,SC,1259,16
Honea Path,SC,3613,12
Inman,SC,2392,10
Irmo,SC,11616,53
Isle of Palms,SC,4283,2
Jackson,SC,1738,0
Johnsonville,SC,1498,3
Johnston,SC,2286,21
Kingstree,SC,3239,41
Lake City,SC,6726,68
Lake View,SC,792,4
Lamar,SC,978,5
Lancaster,SC,8824,109
Landrum,SC,2433,6
Latta,SC,1349,37
Laurens,SC,9068,90
Lexington,SC,19547,45
Liberty,SC,3255,9
Loris,SC,2486,19
Lyman,SC,3318,3
Lynchburg,SC,355,3
Manning,SC,4034,58
Marion,SC,6813,91
Mauldin,SC,24099,40
McBee,SC,857,1
McColl,SC,2086,19
McCormick,SC,2720,9
Moncks Corner,SC,8913,38
Mount Pleasant,SC,73198,117
Mullins,SC,4574,64
Myrtle Beach,SC,28663,475
Newberry,SC,10246,68
New Ellenton,SC,2094,8
Nichols,SC,362,1
North,SC,753,2
North Augusta,SC,22033,41
North Charleston,SC,103324,693
North Myrtle Beach,SC,14672,120
Orangeburg,SC,13826,99
Pacolet,SC,2279,9
Pageland,SC,2716,26
Pelion,SC,689,5
Pickens,SC,3148,13
Port Royal,SC,11446,14
Prosperity,SC,1185,1
Ridgeland,SC,4072,15
Rock Hill,SC,68617,372
Salley,SC,412,0
Saluda,SC,3565,22
Santee,SC,952,13
Scranton,SC,903,0
Seneca,SC,8096,60
Spartanburg,SC,37522,527
Springdale,SC,2698,9
St. George,SC,2139,15
St. Matthews,SC,1971,13
Sullivans Island,SC,1858,2
Summerton,SC,972,10
Summerville,SC,45210,104
Sumter,SC,40928,387
Surfside Beach,SC,4061,19
Swansea,SC,858,16
Tega Cay,SC,8028,2
Travelers Rest,SC,4803,9
Turbeville,SC,816,2
Union,SC,8124,77
Wagener,SC,812,2
Walhalla,SC,4243,23
Walterboro,SC,5281,46
Ware Shoals,SC,2162,25
Wellford,SC,2427,3
West Columbia,SC,15715,111
Westminster,SC,2433,12
West Pelzer,SC,883,2
West Union,SC,292,2
Whitmire,SC,1439,6
Williamston,SC,4008,23
Williston,SC,3067,16
Winnsboro,SC,3428,14
Woodruff,SC,4122,25
York,SC,7927,63
Aberdeen,SD,26999,74
Avon,SD,581,0
Belle Fourche,SD,5676,14
Beresford,SD,2049,3
Box Elder,SD,9079,30
Brandon,SD,9393,1
Brookings,SD,22741,9
Burke,SD,605,0
Canton,SD,3268,2
Centerville,SD,887,0
Chamberlain,SD,2405,18
Clark,SD,1045,2
Deadwood,SD,1260,1
Eagle Butte,SD,1363,0
Estelline,SD,757,0
Faith,SD,420,0
Flandreau,SD,2311,12
Freeman,SD,1260,0
Gettysburg,SD,1180,0
Hermosa,SD,395,0
Hot Springs,SD,3541,7
Hoven,SD,409,0
Huron,SD,12956,55
Irene,SD,419,0
Jefferson,SD,547,0
Kadoka,SD,695,0
Kimball,SD,707,0
Lead,SD,3076,4
Lennox,SD,2229,2
Leola,SD,449,0
Madison,SD,6904,4
Martin,SD,1071,13
Menno,SD,587,0
Miller,SD,1460,0
Mitchell,SD,15555,63
Mobridge,SD,3478,6
North Sioux City,SD,2550,0
Parkston,SD,1471,0
Philip,SD,782,0
Pierre,SD,13996,31
Rapid City,SD,70406,398
Rosholt,SD,427,0
Scotland,SD,832,0
Selby,SD,640,0
Sioux Falls,SD,161754,636
Sisseton,SD,2505,19
Spearfish,SD,10778,8
Springfield,SD,1979,0
Sturgis,SD,6652,10
Summerset,SD,1923,1
Tea,SD,4459,3
Tripp,SD,625,0
Tyndall,SD,1054,0
Vermillion,SD,10892,31
Viborg,SD,773,0
Wagner,SD,1575,2
Watertown,SD,21900,59
Whitewood,SD,934,0
Winner,SD,2821,6
Worthing,SD,927,0
Yankton,SD,14561,48
Adamsville,TN,2235,4
Alamo,TN,2461,10
Alcoa,TN,8605,61
Alexandria,TN,975,2
Algood,TN,3517,13
Ardmore,TN,1206,7
Ashland City,TN,4637,20
Athens,TN,13504,161
Atoka,TN,8821,11
Baileyton,TN,430,2
Baneberry,TN,501,0
Bartlett,TN,56360,106
Baxter,TN,1389,3
Bean Station,TN,2972,16
Belle Meade,TN,2999,1
Bells,TN,2451,18
Benton,TN,1330,2
Berry Hill,TN,551,3
Big Sandy,TN,549,2
Blaine,TN,1860,0
Bluff City,TN,1748,5
Bolivar,TN,5231,35
Bradford,TN,1030,5
Brentwood,TN,39635,20
Brighton,TN,2960,10
Bristol,TN,26660,96
Brownsville,TN,9886,143
Bruceton,TN,1454,1
Burns,TN,1469,3
Calhoun,TN,493,0
Camden,TN,3634,5
Carthage,TN,2271,6
Caryville,TN,2270,10
Celina,TN,1494,1
Centerville,TN,3531,9
Chapel Hill,TN,1450,6
Charleston,TN,664,1
Chattanooga,TN,172286,1692
Church Hill,TN,6727,16
Clarksburg,TN,389,0
Clarksville,TN,145599,748
Cleveland,TN,42735,339
Clifton,TN,2697,1
Clinton,TN,9881,39
Collegedale,TN,9468,16
Collinwood,TN,995,0
Columbia,TN,34952,276
Cookeville,TN,31174,143
Coopertown,TN,4310,2
Copperhill,TN,340,0
Cornersville,TN,1194,2
Covington,TN,9076,114
Cowan,TN,1705,5
Cross Plains,TN,1724,5
Crossville,TN,11199,142
Crump,TN,1417,3
Cumberland City,TN,306,3
Dandridge,TN,2862,5
Dayton,TN,7351,16
Decatur,TN,1570,3
Decaturville,TN,862,2
Decherd,TN,2451,6
Dickson,TN,14920,55
Dover,TN,1420,3
Dresden,TN,2954,4
Dunlap,TN,5005,24
Dyer,TN,2300,24
Dyersburg,TN,17013,264
Eagleville,TN,620,0
East Ridge,TN,21386,152
Elizabethton,TN,14220,42
Elkton,TN,569,0
Englewood,TN,1533,4
Erin,TN,1323,10
Erwin,TN,6038,38
Estill Springs,TN,2017,10
Ethridge,TN,469,6
Etowah,TN,3489,16
Fairview,TN,8059,13
Fayetteville,TN,7155,50
Franklin,TN,67465,117
Friendship,TN,672,3
Gadsden,TN,468,5
Gainesboro,TN,946,1
Gallatin,TN,31961,127
Gallaway,TN,668,4
Gates,TN,644,1
Gatlinburg,TN,4074,32
Germantown,TN,39631,38
Gibson,TN,384,0
Gleason,TN,1419,1
Goodlettsville,TN,16570,89
Gordonsville,TN,1198,2
Grand Junction,TN,312,2
Graysville,TN,1512,4
Greenbrier,TN,6586,19
Greeneville,TN,15015,70
Greenfield,TN,2151,3
Halls,TN,2223,14
Harriman,TN,6240,40
Henderson,TN,6396,24
Hendersonville,TN,53617,91
Henning,TN,935,9
Henry,TN,463,0
Hohenwald,TN,3659,20
Hollow Rock,TN,707,5
Hornbeak,TN,417,0
Humboldt,TN,8458,131
Huntingdon,TN,3967,8
Huntland,TN,850,5
Jacksboro,TN,2002,4
Jackson,TN,67371,925
Jamestown,TN,1952,8
Jasper,TN,3277,8
Jefferson City,TN,8213,30
Jellico,TN,2309,3
Johnson City,TN,64928,297
Jonesborough,TN,5163,8
Kenton,TN,1251,1
Kimball,TN,1405,3
Kingsport,TN,51496,267
Kingston,TN,5850,17
Knoxville,TN,183249,1541
Lafayette,TN,4756,14
La Follette,TN,7256,52
Lake City,TN,1777,11
Lawrenceburg,TN,10445,99
Lebanon,TN,28208,200
Lenoir City,TN,8945,30
Lewisburg,TN,11242,83
Lexington,TN,7844,88
Livingston,TN,4082,15
Lookout Mountain,TN,1866,0
Loretto,TN,1727,2
Loudon,TN,5710,5
Madisonville,TN,4784,26
Manchester,TN,10258,58
Martin,TN,11404,23
Maryville,TN,28009,61
Mason,TN,1611,19
Maury City,TN,678,6
Maynardville,TN,2382,4
McEwen,TN,1696,2
McKenzie,TN,5406,21
Medina,TN,3920,4
Memphis,TN,657691,10894
Middleton,TN,686,3
Milan,TN,7789,42
Millersville,TN,6596,13
Millington,TN,10500,92
Minor Hill,TN,528,1
Monteagle,TN,1172,4
Monterey,TN,2829,4
Morristown,TN,29300,162
Moscow,TN,547,6
Mountain City,TN,2504,4
Mount Carmel,TN,5422,7
Mount Juliet,TN,27542,48
Mount Pleasant,TN,4583,59
Munford,TN,6036,14
Murfreesboro,TN,115587,705
Nashville,TN,635673,6612
Newbern,TN,3332,26
New Johnsonville,TN,1899,5
New Market,TN,1362,0
Newport,TN,6912,58
New Tazewell,TN,2974,9
Nolensville,TN,6164,8
Norris,TN,1643,0
Oakland,TN,6976,8
Obion,TN,1092,0
Oliver Springs,TN,3250,15
Oneida,TN,3740,19
Paris,TN,10168,47
Parsons,TN,2343,4
Petersburg,TN,544,0
Pigeon Forge,TN,6023,43
Pikeville,TN,1599,5
Piperton,TN,1498,0
Pittman Center,TN,536,0
Plainview,TN,2094,2
Pleasant View,TN,4208,0
Portland,TN,11944,56
Powells Crossroads,TN,1321,0
Pulaski,TN,7717,60
Puryear,TN,672,1
Red Bank,TN,11865,70
Red Boiling Springs,TN,1119,1
Ridgely,TN,1734,3
Ridgetop,TN,1942,1
Ripley,TN,8373,134
Rockwood,TN,5475,21
Rogersville,TN,4389,12
Rossville,TN,679,2
Rutherford,TN,1129,2
Rutledge,TN,1130,4
Saltillo,TN,520,1
Samburg,TN,213,0
Savannah,TN,6987,35
Scotts Hill,TN,989,0
Selmer,TN,4544,19
Sevierville,TN,15883,85
Sewanee,TN,2366,2
Sharon,TN,930,0
Shelbyville,TN,20669,119
Signal Mountain,TN,7751,9
Smithville,TN,4592,19
Smyrna,TN,42240,111
Sneedville,TN,1359,6
Soddy-Daisy,TN,13004,32
South Carthage,TN,1311,8
South Fulton,TN,2298,19
Sparta,TN,5088,11
Spencer,TN,1633,0
Spring City,TN,2000,3
Springfield,TN,16598,165
Spring Hill,TN,31807,48
St. Joseph,TN,788,0
Sunbright,TN,551,0
Surgoinsville,TN,1786,0
Sweetwater,TN,5870,30
Tazewell,TN,2185,17
Tellico Plains,TN,893,1
Tiptonville,TN,4392,11
Toone,TN,351,1
Townsend,TN,450,3
Tracy City,TN,1473,20
Trenton,TN,4195,45
Trezevant,TN,852,2
Trimble,TN,630,0
Troy,TN,1342,5
Tullahoma,TN,18773,73
Tusculum,TN,2677,0
Union City,TN,10738,62
Vonore,TN,1484,8
Wartburg,TN,912,3
Wartrace,TN,649,1
Watauga,TN,452,0
Watertown,TN,1490,2
Waverly,TN,4139,16
Waynesboro,TN,2435,14
Westmoreland,TN,2254,7
White Bluff,TN,3318,7
White House,TN,10679,10
White Pine,TN,2227,3
Whiteville,TN,4580,14
Winchester,TN,8410,50
Winfield,TN,965,2
Woodbury,TN,2709,6
Abernathy,TX,2821,0
Abilene,TX,119401,477
Addison,TX,15961,51
Alamo,TX,18876,164
Alamo Heights,TX,7443,9
Alice,TX,19673,155
Allen,TX,91289,62
Alton,TX,14756,10
Alvarado,TX,3813,16
Alvin,TX,25110,53
Amarillo,TX,196577,1286
Andrews,TX,12529,94
Angleton,TX,19016,58
Anna,TX,8634,7
Anson,TX,2332,4
Anthony,TX,5201,5
Aransas Pass,TX,8316,32
Arcola,TX,1663,5
Argyle,TX,3554,3
Arlington,TX,378765,1837
Arp,TX,986,0
Atlanta,TX,5575,24
Aubrey,TX,2730,6
Austin,TX,859180,3123
Azle,TX,11304,28
Baird,TX,1492,2
Balch Springs,TX,25186,200
Balcones Heights,TX,2840,9
Ballinger,TX,3738,9
Bangs,TX,1586,0
Bastrop,TX,7447,23
Bay City,TX,17429,60
Bayou Vista,TX,1551,2
Baytown,TX,73709,285
Beaumont,TX,118177,1225
Bedford,TX,48513,206
Bee Cave,TX,5172,4
Beeville,TX,13181,30
Bellaire,TX,17617,13
Bellmead,TX,9950,152
Bellville,TX,4136,13
Belton,TX,19734,67
Benbrook,TX,22157,23
Bertram,TX,1359,1
Beverly Hills,TX,2006,10
Big Sandy,TX,1368,0
Big Spring,TX,27640,147
Bishop,TX,3174,3
Blanco,TX,1800,3
Blue Mound,TX,2466,1
Boerne,TX,11857,23
Bogata,TX,1136,12
Bonham,TX,10050,22
Borger,TX,13034,134
Bovina,TX,1841,5
Bowie,TX,5163,11
Brady,TX,5560,8
Brazoria,TX,3054,16
Breckenridge,TX,5638,9
Brenham,TX,16268,68
Bridge City,TX,7926,12
Brookshire,TX,4784,20
Brookside Village,TX,1548,4
Brownfield,TX,9636,39
Brownsville,TX,181590,473
Brownwood,TX,18873,61
Bryan,TX,78578,358
Buda,TX,10098,9
Bullard,TX,2638,1
Bulverde,TX,4783,5
Burkburnett,TX,10829,34
Burleson,TX,39714,57
Burnet,TX,6075,26
Cactus,TX,3241,21
Caddo Mills,TX,1375,0
Caldwell,TX,4175,8
Calvert,TX,1177,5
Cameron,TX,5367,17
Canyon,TX,14026,16
Carrollton,TX,127459,185
Carthage,TX,6918,40
Castle Hills,TX,4273,6
Castroville,TX,2754,5
Cedar Hill,TX,46918,89
Cedar Park,TX,59948,69
Celina,TX,6786,7
Center,TX,5328,39
Chillicothe,TX,697,0
Cibolo,TX,21690,16
Cisco,TX,3837,5
Clarksville,TX,3229,33
Cleburne,TX,29327,88
Cleveland,TX,7635,69
Clifton,TX,3411,2
Clint,TX,923,0
Clyde,TX,3706,3
Cockrell Hill,TX,4317,21
Coleman,TX,4544,10
College Station,TX,98919,379
Colleyville,TX,24289,9
Collinsville,TX,1631,1
Colorado City,TX,4084,34
Columbus,TX,3611,6
Comanche,TX,4234,19
Combes,TX,3035,3
Commerce,TX,8267,28
Conroe,TX,62962,216
Converse,TX,20115,124
Coppell,TX,40449,17
Copperas Cove,TX,33780,95
Corinth,TX,20692,14
Corpus Christi,TX,314523,1939
Corrigan,TX,1559,6
Corsicana,TX,23940,121
Crandall,TX,3016,7
Crane,TX,3563,5
Crockett,TX,6595,25
Crosbyton,TX,1758,3
Crowell,TX,921,0
Crowley,TX,13804,14
Cuero,TX,7011,83
Cumby,TX,789,2
Daingerfield,TX,2513,10
Dalhart,TX,8340,53
Dallas,TX,1255015,8330
Dalworthington Gardens,TX,2337,1
Danbury,TX,1730,1
Dayton,TX,7361,24
Decatur,TX,6244,17
De Kalb,TX,1663,4
De Leon,TX,2205,4
Del Rio,TX,35499,72
Denison,TX,22652,94
Denton,TX,123260,338
Denver City,TX,4625,5
Desoto,TX,51703,179
Diboll,TX,5390,6
Dickinson,TX,19204,37
Dilley,TX,4023,6
Dimmitt,TX,4500,15
Donna,TX,16320,154
Double Oak,TX,2993,1
Driscoll,TX,751,1
Dublin,TX,3710,2
Dumas,TX,15074,50
Duncanville,TX,39811,146
Eagle Pass,TX,27578,29
Early,TX,2785,27
Eastland,TX,3912,9
East Mountain,TX,801,5
Edcouch,TX,3213,9
Edinburg,TX,82271,277
Edna,TX,5598,12
El Campo,TX,11525,54
Electra,TX,2762,5
Elgin,TX,8259,21
El Paso,TX,679700,2522
Elsa,TX,6493,18
Ennis,TX,18679,61
Euless,TX,53236,89
Everman,TX,6276,26
Fairfield,TX,2874,4
Fair Oaks Ranch,TX,6437,1
Falfurrias,TX,4919,9
Farmers Branch,TX,29609,65
Farmersville,TX,3448,7
Farwell,TX,1347,3
Ferris,TX,2498,11
Flatonia,TX,1398,2
Florence,TX,1213,0
Floresville,TX,6882,13
Flower Mound,TX,68835,39
Floydada,TX,2991,11
Forney,TX,16257,19
Fort Stockton,TX,8357,58
Fort Worth,TX,789035,4420
Frankston,TX,1229,3
Fredericksburg,TX,10768,9
Freeport,TX,12090,28
Freer,TX,2769,28
Friendswood,TX,37226,11
Friona,TX,4066,1
Frisco,TX,131769,100
Fulton,TX,1417,3
Gainesville,TX,16089,89
Galena Park,TX,11097,18
Galveston,TX,48067,236
Garden Ridge,TX,3573,1
Garland,TX,235683,514
Gatesville,TX,16072,22
Georgetown,TX,53844,71
Giddings,TX,4912,15
Gilmer,TX,5104,36
Gladewater,TX,6503,43
Glenn Heights,TX,11853,30
Godley,TX,1035,2
Gonzales,TX,7324,105
Gorman,TX,1071,3
Graham,TX,8773,18
Granbury,TX,8464,21
Grand Prairie,TX,183822,511
Grand Saline,TX,3114,2
Granger,TX,1501,1
Granite Shoals,TX,4945,7
Grapeland,TX,1439,2
Grapevine,TX,49075,88
Greenville,TX,25895,204
Gregory,TX,1914,2
Groesbeck,TX,4348,2
Groves,TX,15725,79
Gun Barrel City,TX,5785,12
Hale Center,TX,2246,5
Hallettsville,TX,2592,17
Hallsville,TX,3924,8
Haltom City,TX,43676,110
Hamlin,TX,2037,19
Harker Heights,TX,28125,90
Harlingen,TX,65885,264
Haskell,TX,3323,3
Hawkins,TX,1282,0
Hawley,TX,610,1
Hearne,TX,4443,47
Heath,TX,7733,1
